,condition
35655,T1
35656,T1
35657,T1
35658,T1
35659,T1
35660,T1
35661,T1
35662,T1
35663,T1
35664,T1
35665,T1
35666,T1
35667,T1
35668,T1
35669,T1
35670,T1
35671,T1
35672,T1
35673,T1
35674,T1
35675,T1
35676,T1
35677,T1
35678,T1
35679,T1
35680,T1
35681,T1
35682,T1
35683,T1
35684,T1
35685,T1
35686,T1
35687,T1
35688,T1
35689,T1
35690,T1
35691,T1
35692,T1
35693,T1
35694,T1
35695,T1
35696,T1
35697,T1
35698,T1
35699,T1
35700,T1
35701,T1
35702,T1
35703,T1
35704,T1
35705,T1
35706,T1
35707,T1
35708,T1
35709,T1
35710,T1
35711,T1
35712,T1
35713,T1
35714,T1
35715,T1
35716,T1
35717,T1
35718,T1
35719,T1
35720,T1
35721,T1
35722,T1
35723,T1
35724,T1
35725,T1
35726,T1
35727,T1
35728,T1
35729,T1
35730,T1
35731,T1
35732,T1
35733,T1
35734,T1
35735,T1
35736,T1
35737,T1
35738,T1
35739,T1
35740,T1
35741,T1
35742,T1
35743,T1
35744,T1
35745,T1
35746,T1
35747,T1
35748,T1
35749,T1
35750,T1
35751,T1
35752,T1
35753,T1
35754,T1
35755,T1
35756,T1
35757,T1
35758,T1
35759,T1
35760,T1
35761,T1
35762,T1
35763,T1
35764,T1
35765,T1
35766,T1
35767,T1
35768,T1
35769,T1
35770,T1
35771,T1
35772,T1
35773,T1
35774,T1
35775,T1
35776,T1
35777,T1
35778,T1
35779,T1
35780,T1
35781,T1
35782,T1
35783,T1
35784,T1
35785,T1
35786,T1
35787,T1
35788,T1
35789,T1
35790,T1
35791,T1
35792,T1
35793,T1
35794,T1
35795,T1
35796,T1
35797,T1
35798,T1
35799,T1
35800,T1
35801,T1
35802,T1
35803,T1
35804,T1
35805,T1
35806,T1
35807,T1
35808,T1
35809,T1
35810,T1
35811,T1
35812,T1
35813,T1
35814,T1
35815,T1
35816,T1
35817,T1
35818,T1
35819,T1
35820,T1
35821,T1
35822,T1
35823,T1
35824,T1
35825,T1
35826,T1
35827,T1
35828,T1
35829,T1
35830,T1
35831,T1
35832,T1
35833,T1
35834,T1
35835,T1
35836,T1
35837,T1
35838,T1
35839,T1
35840,T1
35841,T1
35842,T1
35843,T1
35844,T1
35845,T1
35846,T1
35847,T1
35848,T1
35849,T1
35850,T1
35851,T1
35852,T1
35853,T1
35854,T1
35855,T1
35856,T1
35857,T1
35858,T1
35859,T1
35860,T1
35861,T1
35862,T1
35863,T1
35864,T1
35865,T1
35866,T1
35867,T1
35868,T1
35869,T1
35870,T1
35871,T1
35872,T1
35873,T1
35874,T1
35875,T1
35876,T1
35877,T1
35878,T1
35879,T1
35880,T1
35881,T1
35882,T1
35883,T1
35884,T1
35885,T1
35886,T1
35887,T1
35888,T1
35889,T1
35890,T1
35891,T1
35892,T1
35893,T1
35894,T1
35895,T1
35896,T1
35897,T1
35898,T1
35899,T1
35900,T1
35901,T1
35902,T1
35903,T1
35904,T1
35905,T1
35906,T1
35907,T1
35908,T1
35909,T1
37905,T1
37906,T1
37907,T1
37908,T1
37909,T1
37910,T1
37911,T1
37912,T1
37913,T1
37914,T1
37915,T1
37916,T1
37917,T1
37918,T1
37919,T1
37920,T1
37921,T1
37922,T1
37923,T1
37924,T1
37925,T1
37926,T1
37927,T1
37928,T1
37929,T1
37930,T1
37931,T1
37932,T1
37933,T1
37934,T1
37935,T1
37936,T1
37937,T1
37938,T1
37939,T1
37940,T1
37941,T1
37942,T1
37943,T1
37944,T1
37945,T1
37946,T1
37947,T1
37948,T1
37949,T1
37950,T1
37951,T1
37952,T1
37953,T1
37954,T1
37955,T1
37956,T1
37957,T1
37958,T1
37959,T1
37960,T1
37961,T1
37962,T1
37963,T1
37964,T1
37965,T1
37966,T1
37967,T1
37968,T1
37969,T1
37970,T1
37971,T1
37972,T1
37973,T1
37974,T1
37975,T1
37976,T1
37977,T1
37978,T1
37979,T1
37980,T1
37981,T1
37982,T1
37983,T1
37984,T1
37985,T1
37986,T1
37987,T1
37988,T1
37989,T1
37990,T1
37991,T1
37992,T1
37993,T1
37994,T1
37995,T1
37996,T1
37997,T1
37998,T1
37999,T1
38000,T1
38001,T1
38002,T1
38003,T1
38004,T1
38005,T1
38006,T1
38007,T1
38008,T1
38009,T1
38010,T1
38011,T1
38012,T1
38013,T1
38014,T1
38015,T1
38016,T1
38017,T1
38018,T1
38019,T1
38020,T1
38021,T1
38022,T1
38023,T1
38024,T1
38025,T1
38026,T1
38027,T1
38028,T1
38029,T1
38030,T1
38031,T1
38032,T1
38033,T1
38034,T1
38035,T1
38036,T1
38037,T1
38038,T1
38039,T1
38040,T1
38041,T1
38042,T1
38043,T1
38044,T1
38045,T1
38046,T1
38047,T1
38048,T1
38049,T1
38050,T1
38051,T1
38052,T1
38053,T1
38054,T1
38055,T1
38056,T1
38057,T1
38058,T1
38059,T1
38060,T1
38061,T1
38062,T1
38063,T1
38064,T1
38065,T1
38066,T1
38067,T1
38068,T1
38069,T1
38070,T1
38071,T1
38072,T1
38073,T1
38074,T1
38075,T1
38076,T1
38077,T1
38078,T1
38079,T1
38080,T1
38081,T1
38082,T1
38083,T1
38084,T1
38085,T1
38086,T1
38087,T1
38088,T1
38089,T1
38090,T1
38091,T1
38092,T1
38093,T1
38094,T1
38095,T1
38096,T1
38097,T1
38098,T1
38099,T1
38100,T1
38101,T1
38102,T1
38103,T1
38104,T1
38105,T1
38106,T1
38107,T1
38108,T1
38109,T1
38110,T1
38111,T1
38112,T1
38113,T1
38114,T1
38115,T1
38116,T1
38117,T1
38118,T1
38119,T1
38120,T1
38121,T1
38122,T1
38123,T1
38124,T1
38125,T1
38126,T1
38127,T1
38128,T1
38129,T1
38130,T1
38131,T1
38132,T1
38133,T1
38134,T1
38135,T1
38136,T1
38137,T1
38138,T1
38139,T1
38140,T1
38141,T1
38142,T1
38143,T1
38144,T1
38145,T1
38146,T1
38147,T1
38148,T1
38149,T1
38150,T1
38151,T1
38152,T1
38153,T1
38154,T1
38155,T1
38156,T1
38157,T1
38158,T1
38159,T1
38160,T1
38161,T1
38162,T1
38163,T1
38164,T1
38165,T1
38166,T1
38167,T1
38168,T1
38169,T1
38170,T1
38171,T1
38172,T1
38173,T1
38174,T1
38175,T1
38176,T1
38177,T1
38178,T1
38179,T1
38180,T1
38181,T1
38182,T1
38183,T1
38184,T1
38185,T1
38186,T1
38187,T1
38188,T1
38189,T1
38190,T1
38191,T1
38192,T1
38193,T1
38194,T1
38195,T1
38196,T1
38197,T1
38198,T1
38199,T1
38200,T1
38201,T1
38202,T1
38203,T1
38204,T1
38205,T1
38206,T1
38207,T1
38208,T1
38209,T1
38210,T1
38211,T1
38212,T1
38213,T1
38214,T1
38215,T1
38216,T1
38217,T1
38218,T1
38219,T1
38220,T1
38221,T1
38222,T1
38223,T1
38224,T1
38225,T1
38226,T1
38227,T1
38228,T1
38229,T1
38230,T1
38231,T1
38232,T1
38233,T1
38234,T1
38235,T1
38236,T1
38237,T1
38238,T1
38239,T1
38240,T1
38241,T1
38242,T1
38243,T1
38244,T1
38245,T1
38246,T1
38247,T1
38248,T1
38249,T1
38250,T1
38251,T1
38252,T1
38253,T1
38254,T1
38255,T1
38256,T1
38257,T1
38258,T1
38259,T1
38260,T1
38261,T1
38262,T1
38263,T1
38264,T1
38265,T1
38266,T1
38267,T1
38268,T1
38269,T1
38270,T1
38271,T1
38272,T1
38273,T1
38274,T1
38275,T1
38276,T1
38277,T1
38278,T1
38279,T1
38280,T1
38281,T1
38282,T1
38283,T1
38284,T1
38285,T1
38286,T1
38287,T1
38288,T1
38289,T1
38290,T1
38291,T1
38292,T1
38293,T1
38294,T1
38295,T1
38296,T1
38297,T1
38298,T1
38299,T1
38300,T1
38301,T1
38302,T1
38303,T1
38304,T1
38305,T1
38306,T1
38307,T1
38308,T1
38309,T1
38310,T1
38311,T1
38312,T1
38313,T1
38314,T1
38315,T1
38316,T1
38317,T1
38318,T1
38319,T1
38320,T1
38321,T1
38322,T1
38323,T1
38324,T1
38325,T1
38326,T1
38327,T1
38328,T1
38329,T1
38330,T1
38331,T1
38332,T1
38333,T1
38334,T1
38335,T1
38336,T1
38337,T1
38338,T1
38339,T1
38340,T1
38341,T1
38342,T1
38343,T1
38344,T1
38345,T1
38346,T1
38347,T1
38348,T1
38349,T1
38350,T1
38351,T1
38352,T1
38353,T1
38354,T1
38355,T1
38356,T1
38357,T1
38358,T1
38359,T1
38360,T1
38361,T1
38362,T1
38363,T1
38364,T1
38365,T1
38366,T1
38367,T1
38368,T1
38369,T1
38370,T1
38371,T1
38372,T1
38373,T1
38374,T1
38375,T1
38376,T1
38377,T1
38378,T1
38379,T1
38380,T1
38381,T1
38382,T1
38383,T1
38384,T1
38385,T1
38386,T1
38387,T1
38388,T1
38389,T1
38390,T1
38391,T1
38392,T1
38393,T1
38394,T1
38395,T1
38396,T1
38397,T1
38398,T1
38399,T1
38400,T1
38401,T1
38402,T1
38403,T1
38404,T1
38405,T1
38406,T1
38407,T1
38408,T1
38409,T1
38410,T1
38411,T1
38412,T1
38413,T1
38414,T1
38415,T1
38416,T1
38417,T1
38418,T1
38419,T1
38420,T1
38421,T1
38422,T1
38423,T1
38424,T1
38425,T1
38426,T1
38427,T1
38428,T1
38429,T1
38430,T1
38431,T1
38432,T1
38433,T1
38434,T1
38435,T1
38436,T1
38437,T1
38438,T1
38439,T1
38440,T1
38441,T1
38442,T1
38443,T1
38444,T1
38445,T1
38446,T1
38447,T1
38448,T1
38449,T1
38450,T1
38451,T1
38452,T1
38453,T1
38454,T1
38455,T1
38456,T1
38457,T1
38458,T1
38459,T1
38460,T1
38461,T1
38462,T1
38463,T1
38464,T1
38465,T1
38466,T1
38467,T1
38468,T1
38469,T1
38470,T1
38471,T1
38472,T1
38473,T1
38474,T1
38475,T1
38476,T1
38477,T1
38478,T1
38479,T1
38480,T1
38481,T1
38482,T1
38483,T1
38484,T1
38485,T1
38486,T1
38487,T1
38488,T1
38489,T1
38490,T1
38491,T1
38492,T1
38493,T1
38494,T1
38495,T1
38496,T1
38497,T1
38498,T1
38499,T1
38500,T1
38501,T1
38502,T1
38503,T1
38504,T1
38505,T1
38506,T1
38507,T1
38508,T1
38509,T1
38510,T1
38511,T1
38512,T1
38513,T1
38514,T1
38515,T1
38516,T1
38517,T1
38518,T1
38519,T1
38520,T1
38521,T1
38522,T1
38523,T1
38524,T1
38525,T1
38526,T1
38527,T1
38528,T1
38529,T1
38530,T1
38531,T1
38532,T1
38533,T1
38534,T1
38535,T1
38536,T1
38537,T1
38538,T1
38539,T1
38540,T1
38541,T1
38542,T1
38543,T1
38544,T1
38545,T1
38546,T1
38547,T1
38548,T1
38549,T1
38550,T1
38551,T1
38552,T1
38553,T1
38554,T1
38555,T1
38556,T1
38557,T1
38558,T1
38559,T1
38560,T1
38561,T1
38562,T1
38563,T1
38564,T1
38565,T1
38566,T1
38567,T1
38568,T1
38569,T1
39235,T1
39236,T1
39237,T1
39238,T1
39239,T1
39240,T1
39241,T1
39242,T1
39243,T1
39244,T1
39245,T1
39246,T1
39247,T1
39248,T1
39249,T1
39250,T1
39251,T1
39252,T1
39253,T1
39254,T1
39255,T1
39256,T1
39257,T1
39258,T1
39259,T1
39260,T1
39261,T1
39262,T1
39263,T1
39264,T1
39265,T1
39266,T1
39267,T1
39268,T1
39269,T1
39270,T1
39271,T1
39272,T1
39273,T1
39274,T1
39275,T1
39276,T1
39277,T1
39278,T1
39279,T1
39280,T1
39281,T1
39282,T1
39283,T1
39284,T1
39285,T1
39286,T1
39287,T1
39288,T1
39289,T1
39290,T1
39291,T1
39292,T1
39293,T1
39294,T1
39295,T1
39296,T1
39297,T1
39298,T1
39299,T1
39300,T1
39301,T1
39302,T1
39303,T1
39304,T1
39305,T1
39306,T1
39307,T1
39308,T1
39309,T1
39310,T1
39311,T1
39312,T1
39313,T1
39314,T1
39315,T1
39316,T1
39317,T1
39318,T1
39319,T1
39320,T1
39321,T1
39322,T1
39323,T1
39324,T1
39325,T1
39326,T1
39327,T1
39328,T1
39329,T1
39330,T1
39331,T1
39332,T1
39333,T1
39334,T1
39335,T1
39336,T1
39337,T1
39338,T1
39339,T1
39340,T1
39341,T1
39342,T1
39343,T1
39344,T1
39345,T1
39346,T1
39347,T1
39348,T1
39349,T1
39350,T1
39351,T1
39352,T1
39353,T1
39354,T1
39355,T1
39356,T1
39357,T1
39358,T1
39359,T1
39360,T1
39361,T1
39362,T1
39363,T1
39364,T1
39365,T1
39366,T1
39367,T1
39368,T1
39369,T1
39370,T1
39371,T1
39372,T1
39373,T1
39374,T1
39375,T1
39376,T1
39377,T1
39378,T1
39379,T1
39380,T1
39381,T1
39382,T1
39383,T1
39384,T1
39385,T1
39386,T1
39387,T1
39388,T1
39389,T1
39390,T1
39391,T1
39392,T1
39393,T1
39394,T1
39395,T1
39396,T1
39397,T1
39398,T1
39399,T1
39400,T1
39401,T1
39402,T1
39403,T1
39404,T1
39405,T1
39406,T1
39407,T1
39408,T1
39409,T1
39410,T1
39411,T1
39412,T1
39413,T1
39414,T1
39415,T1
39416,T1
39417,T1
39418,T1
39419,T1
39420,T1
39421,T1
39422,T1
39423,T1
39424,T1
39425,T1
39426,T1
39427,T1
39428,T1
39429,T1
39430,T1
39431,T1
39432,T1
39433,T1
39434,T1
39435,T1
39436,T1
39437,T1
39438,T1
39439,T1
39440,T1
39441,T1
39442,T1
39443,T1
39444,T1
39445,T1
39446,T1
39447,T1
39448,T1
39449,T1
39450,T1
39451,T1
39452,T1
39453,T1
39454,T1
39455,T1
39456,T1
39457,T1
39458,T1
39459,T1
39460,T1
39461,T1
39462,T1
39463,T1
39464,T1
39465,T1
39466,T1
39467,T1
39468,T1
39469,T1
39470,T1
39471,T1
39472,T1
39473,T1
39474,T1
39475,T1
39476,T1
39477,T1
39478,T1
39479,T1
39480,T1
39481,T1
39482,T1
39483,T1
39484,T1
39485,T1
39486,T1
39487,T1
39488,T1
39489,T1
39490,T1
39491,T1
39492,T1
39493,T1
39494,T1
39495,T1
39496,T1
39497,T1
39498,T1
39499,T1
39500,T1
39501,T1
39502,T1
39503,T1
39504,T1
39505,T1
39506,T1
39507,T1
39508,T1
39509,T1
39510,T1
39511,T1
39512,T1
39513,T1
39514,T1
39515,T1
39516,T1
39517,T1
39518,T1
39519,T1
39520,T1
39521,T1
39522,T1
39523,T1
39524,T1
39525,T1
39526,T1
39527,T1
39528,T1
39529,T1
39530,T1
39531,T1
39532,T1
39533,T1
39534,T1
39535,T1
39536,T1
39537,T1
39538,T1
39539,T1
39540,T1
39541,T1
39542,T1
39543,T1
39544,T1
39545,T1
39546,T1
39547,T1
39548,T1
39549,T1
39550,T1
39551,T1
39552,T1
39553,T1
39554,T1
39555,T1
39556,T1
39557,T1
39558,T1
39559,T1
39560,T1
39561,T1
39562,T1
39563,T1
39564,T1
39565,T1
39566,T1
39567,T1
39568,T1
39569,T1
39570,T1
39571,T1
39572,T1
39573,T1
39574,T1
39575,T1
39576,T1
39577,T1
39578,T1
39579,T1
39580,T1
39581,T1
39582,T1
39583,T1
39584,T1
39585,T1
39586,T1
39587,T1
39588,T1
39589,T1
39590,T1
39591,T1
39592,T1
39593,T1
39594,T1
39595,T1
39596,T1
39597,T1
39598,T1
39599,T1
39600,T1
39601,T1
39602,T1
39603,T1
39604,T1
39605,T1
39606,T1
39607,T1
39608,T1
39609,T1
39610,T1
39611,T1
39612,T1
39613,T1
39614,T1
39615,T1
39616,T1
39617,T1
39618,T1
39619,T1
39620,T1
39621,T1
39622,T1
39623,T1
39624,T1
39625,T1
39626,T1
39627,T1
39628,T1
39629,T1
39630,T1
39631,T1
39632,T1
39633,T1
39634,T1
39635,T1
39636,T1
39637,T1
39638,T1
39639,T1
39640,T1
39641,T1
39642,T1
39643,T1
39644,T1
39645,T1
39646,T1
39647,T1
39648,T1
39649,T1
39650,T1
39651,T1
39652,T1
39653,T1
39654,T1
39655,T1
39656,T1
39657,T1
39658,T1
39659,T1
39660,T1
39661,T1
39662,T1
39663,T1
39664,T1
39665,T1
39666,T1
39667,T1
39668,T1
39669,T1
39670,T1
39671,T1
39672,T1
39673,T1
39674,T1
39675,T1
39676,T1
39677,T1
39678,T1
39679,T1
39680,T1
39681,T1
39682,T1
39683,T1
39684,T1
39685,T1
39686,T1
39687,T1
39688,T1
39689,T1
39690,T1
39691,T1
39692,T1
39693,T1
39694,T1
39695,T1
39696,T1
39697,T1
39698,T1
39699,T1
39700,T1
39701,T1
39702,T1
39703,T1
39704,T1
39705,T1
39706,T1
39707,T1
39708,T1
39709,T1
39710,T1
39711,T1
39712,T1
39713,T1
39714,T1
39715,T1
39716,T1
39717,T1
39718,T1
39719,T1
39720,T1
39721,T1
39722,T1
39723,T1
39724,T1
39725,T1
39726,T1
39727,T1
39728,T1
39729,T1
39730,T1
39731,T1
39732,T1
39733,T1
39734,T1
39735,T1
39736,T1
39737,T1
39738,T1
39739,T1
39740,T1
39741,T1
39742,T1
39743,T1
39744,T1
39745,T1
39746,T1
39747,T1
39748,T1
39749,T1
39750,T1
39751,T1
39752,T1
39753,T1
39754,T1
39755,T1
39756,T1
39757,T1
39758,T1
39759,T1
39760,T1
39761,T1
39762,T1
39763,T1
39764,T1
39765,T1
39766,T1
39767,T1
39768,T1
39769,T1
39770,T1
39771,T1
39772,T1
39773,T1
39774,T1
39775,T1
39776,T1
39777,T1
39778,T1
39779,T1
39780,T1
39781,T1
39782,T1
39783,T1
39784,T1
39785,T1
39786,T1
39787,T1
39788,T1
39789,T1
39790,T1
39791,T1
39792,T1
39793,T1
39794,T1
39795,T1
39796,T1
39797,T1
39798,T1
39799,T1
39800,T1
39801,T1
39802,T1
39803,T1
39804,T1
39805,T1
39806,T1
39807,T1
39808,T1
39809,T1
39810,T1
39811,T1
39812,T1
39813,T1
39814,T1
39815,T1
39816,T1
39817,T1
39818,T1
39819,T1
39820,T1
39821,T1
39822,T1
39823,T1
39824,T1
39825,T1
39826,T1
39827,T1
39828,T1
39829,T1
39830,T1
39831,T1
39832,T1
39833,T1
39834,T1
39835,T1
39836,T1
39837,T1
39838,T1
39839,T1
39840,T1
39841,T1
39842,T1
39843,T1
39844,T1
39845,T1
39846,T1
39847,T1
39848,T1
39849,T1
39850,T1
39851,T1
39852,T1
39853,T1
39854,T1
39855,T1
39856,T1
39857,T1
39858,T1
39859,T1
39860,T1
39861,T1
39862,T1
39863,T1
39864,T1
39865,T1
39866,T1
39867,T1
39868,T1
39869,T1
39870,T1
39871,T1
39872,T1
39873,T1
39874,T1
39875,T1
39876,T1
39877,T1
39878,T1
39879,T1
39880,T1
39881,T1
39882,T1
39883,T1
39884,T1
39885,T1
39886,T1
39887,T1
39888,T1
39889,T1
39890,T1
39891,T1
39892,T1
39893,T1
39894,T1
39895,T1
39896,T1
39897,T1
39898,T1
39899,T1
40565,T1
40566,T1
40567,T1
40568,T1
40569,T1
40570,T1
40571,T1
40572,T1
40573,T1
40574,T1
40575,T1
40576,T1
40577,T1
40578,T1
40579,T1
40580,T1
40581,T1
40582,T1
40583,T1
40584,T1
40585,T1
40586,T1
40587,T1
40588,T1
40589,T1
40590,T1
40591,T1
40592,T1
40593,T1
40594,T1
40595,T1
40596,T1
40597,T1
40598,T1
40599,T1
40600,T1
40601,T1
40602,T1
40603,T1
40604,T1
40605,T1
40606,T1
40607,T1
40608,T1
40609,T1
40610,T1
40611,T1
40612,T1
40613,T1
40614,T1
40615,T1
40616,T1
40617,T1
40618,T1
40619,T1
40620,T1
40621,T1
40622,T1
40623,T1
40624,T1
40625,T1
40626,T1
40627,T1
40628,T1
40629,T1
40630,T1
40631,T1
40632,T1
40633,T1
40634,T1
40635,T1
40636,T1
40637,T1
40638,T1
40639,T1
40640,T1
40641,T1
40642,T1
40643,T1
40644,T1
40645,T1
40646,T1
40647,T1
40648,T1
40649,T1
40650,T1
40651,T1
40652,T1
40653,T1
40654,T1
40655,T1
40656,T1
40657,T1
40658,T1
40659,T1
40660,T1
40661,T1
40662,T1
40663,T1
40664,T1
40665,T1
40666,T1
40667,T1
40668,T1
40669,T1
40670,T1
40671,T1
40672,T1
40673,T1
40674,T1
40675,T1
40676,T1
40677,T1
40678,T1
40679,T1
40680,T1
40681,T1
40682,T1
40683,T1
40684,T1
40685,T1
40686,T1
40687,T1
40688,T1
40689,T1
40690,T1
40691,T1
40692,T1
40693,T1
40694,T1
40695,T1
40696,T1
40697,T1
40698,T1
40699,T1
40700,T1
40701,T1
40702,T1
40703,T1
40704,T1
40705,T1
40706,T1
40707,T1
40708,T1
40709,T1
40710,T1
40711,T1
40712,T1
40713,T1
40714,T1
40715,T1
40716,T1
40717,T1
40718,T1
40719,T1
40720,T1
40721,T1
40722,T1
40723,T1
40724,T1
40725,T1
40726,T1
40727,T1
40728,T1
40729,T1
40730,T1
40731,T1
40732,T1
40733,T1
40734,T1
40735,T1
40736,T1
40737,T1
40738,T1
40739,T1
40740,T1
40741,T1
40742,T1
40743,T1
40744,T1
40745,T1
40746,T1
40747,T1
40748,T1
40749,T1
40750,T1
40751,T1
40752,T1
40753,T1
40754,T1
40755,T1
40756,T1
40757,T1
40758,T1
40759,T1
40760,T1
40761,T1
40762,T1
40763,T1
40764,T1
40765,T1
40766,T1
40767,T1
40768,T1
40769,T1
40770,T1
40771,T1
40772,T1
40773,T1
40774,T1
40775,T1
40776,T1
40777,T1
40778,T1
40779,T1
40780,T1
40781,T1
40782,T1
40783,T1
40784,T1
40785,T1
40786,T1
40787,T1
40788,T1
40789,T1
40790,T1
40791,T1
40792,T1
40793,T1
40794,T1
40795,T1
40796,T1
40797,T1
40798,T1
40799,T1
40800,T1
40801,T1
40802,T1
40803,T1
40804,T1
40805,T1
40806,T1
40807,T1
40808,T1
40809,T1
40810,T1
40811,T1
40812,T1
40813,T1
40814,T1
40815,T1
40816,T1
40817,T1
40818,T1
40819,T1
40820,T1
40821,T1
40822,T1
40823,T1
40824,T1
40825,T1
40826,T1
40827,T1
40828,T1
40829,T1
40830,T1
40831,T1
40832,T1
40833,T1
40834,T1
40835,T1
40836,T1
40837,T1
40838,T1
40839,T1
40840,T1
40841,T1
40842,T1
40843,T1
40844,T1
40845,T1
40846,T1
40847,T1
40848,T1
40849,T1
40850,T1
40851,T1
40852,T1
40853,T1
40854,T1
40855,T1
40856,T1
40857,T1
40858,T1
40859,T1
40860,T1
40861,T1
40862,T1
40863,T1
40864,T1
40865,T1
40866,T1
40867,T1
40868,T1
40869,T1
40870,T1
40871,T1
40872,T1
40873,T1
40874,T1
40875,T1
40876,T1
40877,T1
40878,T1
40879,T1
40880,T1
40881,T1
40882,T1
40883,T1
40884,T1
40885,T1
40886,T1
40887,T1
40888,T1
40889,T1
40890,T1
40891,T1
40892,T1
40893,T1
40894,T1
40895,T1
40896,T1
40897,T1
40898,T1
40899,T1
40900,T1
40901,T1
40902,T1
40903,T1
40904,T1
40905,T1
40906,T1
40907,T1
40908,T1
40909,T1
40910,T1
40911,T1
40912,T1
40913,T1
40914,T1
40915,T1
40916,T1
40917,T1
40918,T1
40919,T1
40920,T1
40921,T1
40922,T1
40923,T1
40924,T1
40925,T1
40926,T1
40927,T1
40928,T1
40929,T1
40930,T1
40931,T1
40932,T1
40933,T1
40934,T1
40935,T1
40936,T1
40937,T1
40938,T1
40939,T1
40940,T1
40941,T1
40942,T1
40943,T1
40944,T1
40945,T1
40946,T1
40947,T1
40948,T1
40949,T1
40950,T1
40951,T1
40952,T1
40953,T1
40954,T1
40955,T1
40956,T1
40957,T1
40958,T1
40959,T1
40960,T1
40961,T1
40962,T1
40963,T1
40964,T1
40965,T1
40966,T1
40967,T1
40968,T1
40969,T1
40970,T1
40971,T1
40972,T1
40973,T1
40974,T1
40975,T1
40976,T1
40977,T1
40978,T1
40979,T1
40980,T1
40981,T1
40982,T1
40983,T1
40984,T1
40985,T1
40986,T1
40987,T1
40988,T1
40989,T1
40990,T1
40991,T1
40992,T1
40993,T1
40994,T1
40995,T1
40996,T1
40997,T1
40998,T1
40999,T1
41000,T1
41001,T1
41002,T1
41003,T1
41004,T1
41005,T1
41006,T1
41007,T1
41008,T1
41009,T1
41010,T1
41011,T1
41012,T1
41013,T1
41014,T1
41015,T1
41016,T1
41017,T1
41018,T1
41019,T1
41020,T1
41021,T1
41022,T1
41023,T1
41024,T1
41025,T1
41026,T1
41027,T1
41028,T1
41029,T1
41030,T1
41031,T1
41032,T1
41033,T1
41034,T1
41035,T1
41036,T1
41037,T1
41038,T1
41039,T1
41040,T1
41041,T1
41042,T1
41043,T1
41044,T1
41045,T1
41046,T1
41047,T1
41048,T1
41049,T1
41050,T1
41051,T1
41052,T1
41053,T1
41054,T1
41055,T1
41056,T1
41057,T1
41058,T1
41059,T1
41060,T1
41061,T1
41062,T1
41063,T1
41064,T1
41065,T1
41066,T1
41067,T1
41068,T1
41069,T1
41070,T1
41071,T1
41072,T1
41073,T1
41074,T1
41075,T1
41076,T1
41077,T1
41078,T1
41079,T1
41080,T1
41081,T1
41082,T1
41083,T1
41084,T1
41085,T1
41086,T1
41087,T1
41088,T1
41089,T1
41090,T1
41091,T1
41092,T1
41093,T1
41094,T1
41095,T1
41096,T1
41097,T1
41098,T1
41099,T1
41100,T1
41101,T1
41102,T1
41103,T1
41104,T1
41105,T1
41106,T1
41107,T1
41108,T1
41109,T1
41110,T1
41111,T1
41112,T1
41113,T1
41114,T1
41115,T1
41116,T1
41117,T1
41118,T1
41119,T1
41120,T1
41121,T1
41122,T1
41123,T1
41124,T1
41125,T1
41126,T1
41127,T1
41128,T1
41129,T1
41130,T1
41131,T1
41132,T1
41133,T1
41134,T1
41135,T1
41136,T1
41137,T1
41138,T1
41139,T1
41140,T1
41141,T1
41142,T1
41143,T1
41144,T1
41145,T1
41146,T1
41147,T1
41148,T1
41149,T1
41150,T1
41151,T1
41152,T1
41153,T1
41154,T1
41155,T1
41156,T1
41157,T1
41158,T1
41159,T1
41160,T1
41161,T1
41162,T1
41163,T1
41164,T1
41165,T1
41166,T1
41167,T1
41168,T1
41169,T1
41170,T1
41171,T1
41172,T1
41173,T1
41174,T1
41175,T1
41176,T1
41177,T1
41178,T1
41179,T1
41180,T1
41181,T1
41182,T1
41183,T1
41184,T1
41185,T1
41186,T1
41187,T1
41188,T1
41189,T1
41190,T1
41191,T1
41192,T1
41193,T1
41194,T1
41195,T1
41196,T1
41197,T1
41198,T1
41199,T1
41200,T1
41201,T1
41202,T1
41203,T1
41204,T1
41205,T1
41206,T1
41207,T1
41208,T1
41209,T1
41210,T1
41211,T1
41212,T1
41213,T1
41214,T1
41215,T1
41216,T1
41217,T1
41218,T1
41219,T1
41220,T1
41221,T1
41222,T1
41223,T1
41224,T1
41225,T1
41226,T1
41227,T1
41228,T1
41229,T1
41895,T2
41896,T2
41897,T2
41898,T2
41899,T2
41900,T2
41901,T2
41902,T2
41903,T2
41904,T2
41905,T2
41906,T2
41907,T2
41908,T2
41909,T2
41910,T2
41911,T2
41912,T2
41913,T2
41914,T2
41915,T2
41916,T2
41917,T2
41918,T2
41919,T2
41920,T2
41921,T2
41922,T2
41923,T2
41924,T2
41925,T2
41926,T2
41927,T2
41928,T2
41929,T2
41930,T2
41931,T2
41932,T2
41933,T2
41934,T2
41935,T2
41936,T2
41937,T2
41938,T2
41939,T2
41940,T2
41941,T2
41942,T2
41943,T2
41944,T2
41945,T2
41946,T2
41947,T2
41948,T2
41949,T2
41950,T2
41951,T2
41952,T2
41953,T2
41954,T2
41955,T2
41956,T2
41957,T2
41958,T2
41959,T2
41960,T2
41961,T2
41962,T2
41963,T2
41964,T2
41965,T2
41966,T2
41967,T2
41968,T2
41969,T2
41970,T2
41971,T2
41972,T2
41973,T2
41974,T2
41975,T2
41976,T2
